"index_origin","author","time","toefl","gre_total","gre_v","gre_q","gre_aw","district","season","type","offertype","major_school_apply","major_school","gpa","graduated","gre_raw","gre_sub","extrainfo","college_apply","major_apply","college_before","major_before","cross","gpa_measure","rl","intern","research","paper","first","sci","exchange","College_apply_new","Top100_college_apply","CollegeRank","CollegeRankTop50","Districts","Before_CollegeRank","major_apply_new","gre_total_new","Standardgap","gre_total_dis","toefl_dis","gpa_dis"
22174,"onion1222",16,107,"322","152","170","3.5"," 美国","Fall","MS","Admitted","EE@EE-Meng@UIUC"," 信息工程 @ 上海交大",85.2,"","152 170 3.5",""," 无牛腿","UIUC","EE","上海交大","EE",0,100,0,0,0,0,0,0,0,"University of Illinois at Urbana-Champaign","University of Illinois at Urbana-Champaign","Others","Others","MidWest","Others","EE",322,3.408,"319~322",">106","3.4~3.55"
22177,"scdjie119",16,105,"324","","","3"," 美国","Fall","MS","Rejected","CIS@Upenn"," Physics @ Fudan",3.69,"","324+3.0",""," 两份牛推，一篇算法论文一作(EI)，两篇三作，Berkeley 交流半年","Upenn","CIS","Fudan","Physics",0,4,1,0,0,1,1,0,1,"University of Pennsylvania","University of Pennsylvania","Top10_50","Top50","EastCoast","Top100","Others",324,3.69,"322~325","102~106","3.55~3.7"
22181,"orange_leave",16,99,"323","153","170","3"," 美国","Fall","MS","Admitted","EE@CE@NWU"," 测控 @ UESTC",3.89,"","153+170+3",""," 没有牛腿，但推荐信的过程坎坷我都可以出书了（认真脸）","NWU","EE","UESTC","测控",0,4,0,0,0,0,0,0,0,"Northwestern University","Northwestern University","Top10_50","Top50","MidWest","Others","EE",323,3.89,"322~325","98~102",">3.7"
22183,"Tomakun",16,103,"324","154","170","3"," 美国","Fall","MS","Admitted","CE@ComputerEngineering@NWU"," Telecommunication @ BUPT",86.72,"","V: 154 Q: 170 AW: 3.0 Total: 324","","","NWU","CE","BUPT","Telecommunication",0,100,0,0,0,0,0,0,0,"Northwestern University","Northwestern University","Top10_50","Top50","MidWest","Others","CE",324,3.4688,"322~325","102~106","3.4~3.55"
22186,"l003007",16,105,"328","158","170","4"," 美国","Fall","MS","Rejected","EE@Upenn"," 电气工程及及其自动化 @ 山东大学",84.36,"","158+170+4","","一篇国际会议1作（电力领域）","Upenn","EE","山东大学","电气工程及及其自动化",0,100,0,0,0,1,1,0,0,"University of Pennsylvania","University of Pennsylvania","Top10_50","Top50","EastCoast","Others","EE",328,3.3744,">325","102~106","<=3.4"
22187,"jjysun30",16,105,"326","156","170",""," 美国","Fall","MS","Admitted","Stat/Biostat@Northwestern"," 预防医学 @ FDU",3.41,"","156+170","","","Northwestern","Stat/Biostat","FDU","预防医学",0,4,0,0,0,0,0,0,0,"Northwestern University","Northwestern University","Top10_50","Top50","MidWest","Top100","Stat/Biostat",326,3.41,">325","102~106","3.4~3.55"
22190,"njyuanwx",16,102,"320","150","170","3.5"," 美国","Fall","MS","Admitted","CE@Northwestern University"," 电气工程与自动化 @ @NUAA",89,"","150+170+3.5",""," 一个专利，一篇国内核心期刊的三作，两个专业相关的项目","Northwestern University","CE","NUAA","电气工程与自动化",0,100,0,0,1,1,0,0,0,"Northwestern University","Northwestern University","Top10_50","Top50","MidWest","Others","CE",320,3.56,"319~322","98~102","3.55~3.7"
22191,"uestcxzk",16,103,"321","153","168","3"," 美国","Fall","MS","Admitted","CE@Northwestern University"," EE @ uestc",3.75,": MicroE @ sjtu, GPA  2.6/3.3:","153 168 3.0","","","Northwestern University","CE","uestc","EE",0,4,0,0,0,0,0,0,0,"Northwestern University","Northwestern University","Top10_50","Top50","MidWest","Others","CE",321,3.75,"319~322","102~106",">3.7"
22193,"fanfpec",15,83,"322"," ","","2"," 美国","Spring","MS","Rejected","Stat/Biostat@UCSB"," statistics @ DHU",3.43,"","322+2",""," 校奖学金","UCSB","Stat/Biostat","DHU","statistics",0,4,0,0,0,0,0,0,0,"University of California","University of California","Top10_50","Top50","WestCoast, AK, HI","Others","Stat/Biostat",322,3.43,"319~322","<=98","3.4~3.55"
22206,"橙小夕",16,101,"320","156","164","3"," 美国","Fall","MS","Admitted","EE@Embedded systems@Upenn"," 电子信息工程 @ 成电",3.53,"","156+164+3.0","","","Upenn","EE","成电","EE",0,4,0,0,0,0,0,0,0,"University of Pennsylvania","University of Pennsylvania","Top10_50","Top50","EastCoast","Others","EE",320,3.53,"319~322","98~102","3.4~3.55"
22207,"红烧大芋头",16,103,"328","160","168","3"," 美国","Fall","MS","Admitted","ME@Upenn"," 机械自动化 @ SJTU",85.3,"","160+168+3.0","","","Upenn","ME","SJTU","机械自动化",0,100,0,0,0,0,0,0,0,"University of Pennsylvania","University of Pennsylvania","Top10_50","Top50","EastCoast","Top100","ME",328,3.412,">325","102~106","3.4~3.55"
22208,"QY210",16,115,"327","","","3.5"," 美国","Fall","MS","Admitted","DataScience/Analytics@Analytics@USF"," Statistics @ SHUFE",3.87,"","327+3.5","","","USF","DataScience/Analytics","SHUFE","Statistics",0,4,0,0,0,0,0,0,0,"University of San Francisco","University of San Francisco","Others","Others","WestCoast, AK, HI","Others","Others",327,3.87,">325",">106",">3.7"
22209,"gabrielle",16,104,"324","","","3"," 美国","Fall","MS","Admitted","EE@UIUC"," EE @ 交大",3.52,"","324+3.0","","","UIUC","EE","交大","EE",1,4,0,0,0,0,0,0,0,"University of Illinois at Urbana-Champaign","University of Illinois at Urbana-Champaign","Others","Others","MidWest","Others","EE",324,3.52,"322~325","102~106","3.4~3.55"
22210,"FFFelix",16,101,"323","155","168","3"," 美国","Fall","MS","Admitted","EE@UIUC"," 光电 @ ZJU",86.14,"","155+168+3",""," 无","UIUC","EE","ZJU","光电",0,100,0,0,0,0,0,0,0,"University of Illinois at Urbana-Champaign","University of Illinois at Urbana-Champaign","Others","Others","MidWest","Top100","EE",323,3.4456,"322~325","98~102","3.4~3.55"
22212,"hgk123",16,108,"330","160","170","4"," 美国","Fall","MS","Admitted","EE@Upenn"," 电子信息工程 @ 浙大",89.36,"","160+170+4.0","","15暑假ECE, UC Davis两个月， 水科研，水SRTP,美赛H","Upenn","EE","浙大","EE",0,100,0,0,1,0,0,0,0,"University of Pennsylvania","University of Pennsylvania","Top10_50","Top50","EastCoast","Top100","EE",330,3.5744,">325",">106","3.55~3.7"
22213,"stk2010",16,107,"325","157","168","5"," 美国","Fall","MS","Rejected","CS@MCIT@UPenn"," 生物工程 @ 二本，说了也没听过",3.83,": Cell and Molecular Biology @ 非牛校，说了也没听过, GPA  3.93/4.00, 没有排名: 海外","V: 157 Q: 168 AW: 5.0",""," 转专业，无经历无牛推","UPenn","CS","二本，说了也没听过","生物工程",0,4,0,0,0,0,0,0,0,"University of Pennsylvania","University of Pennsylvania","Top10_50","Top50","EastCoast","Others","CS",325,3.83,"322~325",">106",">3.7"
22217,"lixin99830",16,104,"327","","",""," 美国","Fall","MS","Admitted","CS@NEU"," IE @ CUG",87,": Information Engineering @ CUG, GPA  : ","327","","2 paper","NEU","CS","CUG","IEOR",0,100,0,0,0,1,0,0,0,"Northeastern University","Northeastern University","Others","Others","EastCoast","Others","CS",327,3.48,">325","102~106","3.4~3.55"
22219,"dwna555",16,110,"325","155","170","3.5"," 美国","Fall","MS","Rejected","CS@Upenn"," 通信 @ 北邮",91.8,"","155+170+3.5",""," 无牛推","Upenn","CS","北邮","通信",0,100,0,0,0,0,0,0,0,"University of Pennsylvania","University of Pennsylvania","Top10_50","Top50","EastCoast","Others","CS",325,3.672,"322~325",">106","3.55~3.7"
22227,"hcl0601",16,98,"320","154","166","3.5"," 美国","Fall","MS","Rejected","CS@MCIT@UPenn"," ME @ THU",3.82,": ME @ THU, GPA  4.00:","154+166+3.5",""," 半年IBM实习","UPenn","CS","THU","ME",0,4,0,1,0,0,1,1,0,"University of Pennsylvania","University of Pennsylvania","Top10_50","Top50","EastCoast","Top100","CS",320,3.82,"319~322","<=98",">3.7"
22228,"zhaomz92",16,103,"324","156","168","3"," 美国","Spring","MS","Admitted","Material@University of Florida"," 材料科学与工程 @ 华南理工大学",3.51,"","156+168+3","","","University of Florida","Material","华南理工大学","材料科学与工程",0,4,0,0,0,0,0,0,0,"University of Florida","University of Florida","Others","Others","EastCoast","Others","Material",324,3.51,"322~325","102~106","3.4~3.55"
22229,"离人笑",16,107,"332","","","3"," 美国","Fall","MS","Rejected","CS@MCIT@UPenn"," Physics @ XJTU",89,"","332(3)","","","UPenn","CS","XJTU","Physics",0,100,0,0,0,0,0,0,0,"University of Pennsylvania","University of Pennsylvania","Top10_50","Top50","EastCoast","Top100~500","CS",332,3.56,">325",">106","3.55~3.7"
22234,"小王小王8",16,109,"330","160","170","3.5"," 美国","Fall","MS","Admitted","EE@Upenn"," Control @ ZJU",3.91,"","160+170+3.5",""," 一封新加坡老板推荐信","Upenn","EE","ZJU","Control",0,4,0,0,1,0,0,0,0,"University of Pennsylvania","University of Pennsylvania","Top10_50","Top50","EastCoast","Top100","EE",330,3.91,">325",">106",">3.7"
22236,"guanlun",16,117,"330","160","170","4.5"," 美国","Fall","MS","Admitted","CS@NEU"," CS @ HKUST",3.6,"","160+170+4.5","","","NEU","CS","HKUST","CS",1,4,0,0,0,0,0,0,0,"Northeastern University","Northeastern University","Others","Others","EastCoast","Top100","CS",330,3.6,">325",">106","3.55~3.7"
22239,"Taeyoulee",16,110,"335","165","170","3.5"," 美国","Fall","MS","Rejected","CS@UPenn"," CE @ NTU",3.43,"","165+170=335/AW3.5","","","UPenn","CS","NTU","CE",0,4,0,0,0,0,0,0,0,"University of Pennsylvania","University of Pennsylvania","Top10_50","Top50","EastCoast","Others","CS",335,3.43,">325",">106","3.4~3.55"
22241,"Vikky",16,109,"322","152","170","3"," 美国","Fall","混合","Admitted","ME@OSU"," 车辆工程 @ JLU",86.4,"","152+170+3.0=322+3.0","","","OSU","ME","JLU","车辆工程",0,100,0,0,0,0,0,0,0,"The Ohio State University","The Ohio State University","Others","Others","MidWest","Top100~500","ME",322,3.456,"319~322",">106","3.4~3.55"
22242,"farewell",16,109,"323","153","170","4"," 美国","Fall","MS","Rejected","EE@EMBS@UPenn"," 电气工程及其自动化 @ 浙大",90.78,"","V153+Q170+AW4.0","","","UPenn","EE","浙大","电气工程及其自动化",0,100,0,0,0,0,0,0,0,"University of Pennsylvania","University of Pennsylvania","Top10_50","Top50","EastCoast","Top100","EE",323,3.6312,"322~325",">106","3.55~3.7"
22243,"kay要去sunshine",16,104,"324","154","170","3"," 美国","Fall","MS","Admitted","EE@Upenn"," 自动化（电气） @ ZJU",3.74,"","154+170+3.0","","","Upenn","EE","ZJU","自动化（电气）",0,4,0,0,0,0,0,0,0,"University of Pennsylvania","University of Pennsylvania","Top10_50","Top50","EastCoast","Top100","EE",324,3.74,"322~325","102~106",">3.7"
22245,"dydcfg",16,103,"325","155","170","3.5"," 美国","Fall","MS","Rejected","CS@Upenn"," CS @ PKU",3.5,"","155+170+3.5",""," MSRA实习","Upenn","CS","PKU","CS",1,4,0,1,0,0,0,0,0,"University of Pennsylvania","University of Pennsylvania","Top10_50","Top50","EastCoast","Top100","CS",325,3.5,"322~325","102~106","3.4~3.55"
22247,"我叫小小猫",13,94,"315","","","3.5"," 美国","Fall","MS","Admitted","Math/AppliedMath@UCSD"," EE @ HIT",88,"","315 3.5",""," EI","UCSD","Math/AppliedMath","HIT","EE",0,100,0,0,0,0,0,0,0,"University of California","University of California","Top10_50","Top50","WestCoast, AK, HI","Top100~500","Others",315,3.52,"<=319","<=98","3.4~3.55"
22248,"AnakinX",16,106,"325","155","170","3.5"," 美国","Fall","MS","Admitted","IEOR@UIUC"," 工业及系统工程 Industrial and Systems Engineering @ 香港理工大学 The Hong Kong Polytechnic University",3.64,"","V155 Q170 AW3.5","","","UIUC","IEOR","香港理工大学TheHongKongPolytechnicUniversity","工业及系统工程 Industrial and Systems Engineering",0,4,0,0,0,0,0,0,0,"University of Illinois at Urbana-Champaign","University of Illinois at Urbana-Champaign","Others","Others","MidWest","Others","IEOR",325,3.64,"322~325","102~106","3.55~3.7"
22250,"暮烟夕",16,105,"329","159","170","3"," 美国","Fall","MS","Admitted","ME@upenn"," Mechanical Engineering @ Nanyang Technological University",4.29,"","159+170+3.0","","","upenn","ME","NanyangTechnologicalUniversity","Mechanical Engineering",0,5,0,0,0,0,0,0,0,"University of Pennsylvania","University of Pennsylvania","Top10_50","Top50","EastCoast","Others","ME",329,3.432,">325","102~106","3.4~3.55"
22253,"darkknight18",16,108,"330","","","3.5"," 美国","Fall","MS","Rejected","CS@UPenn"," 软件工程 @ 南开",86.3,"","330+3.5","","","UPenn","CS","南开","SE",0,100,0,1,0,0,0,0,0,"University of Pennsylvania","University of Pennsylvania","Top10_50","Top50","EastCoast","Top100~500","CS",330,3.452,">325",">106","3.4~3.55"
22255,"FFFelix",16,101,"323","155","168","3"," 美国","Fall","MS","Admitted","CS@NEU"," 光电 @ ZJU",86.14,"","155+168+3.0",""," 本校老师无牛推","NEU","CS","ZJU","光电",0,100,0,0,0,0,0,0,0,"Northeastern University","Northeastern University","Others","Others","EastCoast","Top100","CS",323,3.4456,"322~325","98~102","3.4~3.55"
22258,"JackXia",16,107,"330","160","170","3"," 美国","Fall","MS","Rejected","CS@MCIT@Upenn"," 自动化 @ SJTU",89.2,"","160+170+3.0; 153+170+3.5",""," 无牛推","Upenn","CS","SJTU","IEOR",0,100,0,0,0,0,0,0,0,"University of Pennsylvania","University of Pennsylvania","Top10_50","Top50","EastCoast","Top100","CS",330,3.568,">325",">106","3.55~3.7"
22262,"daizhonghao",16,107,"325","155","170","3.5"," 美国","Fall","MS","Admitted","ME@UPenn"," 热能与动力工程 @ SEU",3.85,"","155+170+3.5","","","UPenn","ME","SEU","热能与动力工程",0,4,0,0,0,0,0,0,0,"University of Pennsylvania","University of Pennsylvania","Top10_50","Top50","EastCoast","Others","ME",325,3.85,"322~325",">106",">3.7"
22264,"ChTimTsubasa",16,105,"327","157","170","3"," 美国","Fall","MS","Rejected","EE@embs@upenn"," telecom @ bupt",89,"","157+170+3",""," 背景较弱 只做了两个大创，一个校级一个国家级，都是智能家居方向，编程硬件都有。有一个FPGA的专利公示中，有一篇global telecom杂志的水三作","upenn","EE","bupt","telecom",0,100,0,0,0,1,0,0,0,"University of Pennsylvania","University of Pennsylvania","Top10_50","Top50","EastCoast","Others","EE",327,3.56,">325","102~106","3.55~3.7"
22265,"y6180070",16,105,"322","152","170","3"," 美国","Fall","MS","Rejected","CS@UPenn"," 通信工程 @ BUPT",86.21,"","322(V152+Q170)+AW3.0",""," 无牛推 都是本校老师","UPenn","CS","BUPT","EE",0,100,0,0,0,0,0,0,0,"University of Pennsylvania","University of Pennsylvania","Top10_50","Top50","EastCoast","Others","CS",322,3.4484,"319~322","102~106","3.4~3.55"
22267,"byronxubin",16,110,"325","","","3.5"," 美国","Fall","MS","Rejected","ME@ME@upenn"," 飞行器设计 @ NUAA",89,"","325/3.5",""," 无","upenn","ME","NUAA","飞行器设计",0,100,0,0,0,0,0,0,0,"University of Pennsylvania","University of Pennsylvania","Top10_50","Top50","EastCoast","Others","ME",325,3.56,"322~325",">106","3.55~3.7"
22274,"silence_shadow",16,102,"321","154","167","3"," 美国","Fall","MS","Rejected","CS@NEU"," EE @ BUPT",81,"","154+167+3",""," 海外IEEEsenior 老板","NEU","CS","BUPT","EE",0,100,0,0,0,0,0,0,0,"Northeastern University","Northeastern University","Others","Others","EastCoast","Others","CS",321,3.24,"319~322","98~102","<=3.4"
22278,"marky",16,106,"325","155","170","3"," 美国","Fall","MS","Admitted","CS@ASU"," 计算机科学与技术 @ 西安交通大学",3.3,"","155+170+3",""," 实验室实习，BAT实习","ASU","CS","西安交通大学","计算机科学与技术",0,4,0,1,0,0,0,0,0,"Arizona State University","Arizona State University","Others","Others","WestCoast, AK, HI","Top100~500","CS",325,3.3,"322~325","102~106","<=3.4"
22280,"wuhanlin21",16,111,"326","156","170","4"," 美国","Fall","MS","Admitted","DataScience/Analytics@USF"," 信息管理与信息系统 @ FDU",3.4,"","156+170+4.0",""," SAP 商业智能实习","USF","DataScience/Analytics","FDU","信息管理与信息系统",0,4,0,1,0,0,0,0,0,"University of San Francisco","University of San Francisco","Others","Others","WestCoast, AK, HI","Top100","Others",326,3.4,">325",">106","<=3.4"
22294,"roghnin",16,109,"323","153","170","3"," 美国","Fall","MS","Admitted","CS@NEU"," 计算机 @ 北京外国语大学",3.65,"","153+170=323+3.0",""," 清华实验室实习，教授一篇推","NEU","CS","北京外国语大学","计算机",0,4,0,1,0,0,0,0,0,"Northeastern University","Northeastern University","Others","Others","EastCoast","Others","CS",323,3.65,"322~325",">106","3.55~3.7"
22298,"hitnoah",16,96,"325","155","170","3.5"," 美国","Fall","MS","Admitted","CS@ASU"," 软件工程 @ 哈尔滨工业大学",87.6,"","155+170+3.5",""," 无牛推，大一分数低，大三好一点","ASU","CS","哈尔滨工业大学","SE",0,100,0,1,0,0,0,0,0,"Arizona State University","Arizona State University","Others","Others","WestCoast, AK, HI","Top100~500","CS",325,3.504,"322~325","<=98","3.4~3.55"
22305,"sylvesterchan",16,104,"322","152","170","3"," 美国","Fall","MS","Admitted","ME@UPenn"," 机械自动化 @ SJTU",86.1,"","152 170 3.0",""," SCI二作在投","UPenn","ME","SJTU","机械自动化",0,100,0,0,0,1,0,1,0,"University of Pennsylvania","University of Pennsylvania","Top10_50","Top50","EastCoast","Top100","ME",322,3.444,"319~322","102~106","3.4~3.55"
22328,"ggoddawn",16,95,"321","153","168",""," 美国","Fall","MS","Admitted","CS@UTD"," EE @ 後段學校畢業",88,"","V153 Q168","","","UTD","CS","後段學校畢業","EE",0,100,0,0,1,0,0,0,0,"University of Texas at Dallas","University of Texas at Dallas","Others","Others","GulfCoast","Others","CS",321,3.52,"319~322","<=98","3.4~3.55"
22332,"hsuyuchen8",16,100,"319","150","169",""," 美国","Spring","MS","Admitted","Chem/CEng@Carnegie Mellon University"," Chemical Engineering @ National Cheng Kung University",3.78,": no @ no, GPA  no:","150/169"," no"," 專題指導教授    實驗課指導教授  授課老師","Carnegie Mellon University","Chem/CEng","NationalChengKungUniversity","Chemical Engineering",0,4,0,0,0,0,0,0,0,"Carnegie Mellon University","Carnegie Mellon University","Top10_50","Top50","EastCoast","Others","Others",319,3.78,"<=319","98~102",">3.7"
22351,"sr931112",16,106,"320","","","3"," 美国","Fall","MS","Rejected","CS@UPenn"," 信息安全 @ HUST",88.11,"","320+3",""," 本校实验室经历、HKU实习(HKU教授推荐信)","UPenn","CS","HUST","信息安全",0,100,0,1,0,0,0,0,0,"University of Pennsylvania","University of Pennsylvania","Top10_50","Top50","EastCoast","Top100~500","CS",320,3.5244,"319~322","102~106","3.4~3.55"
22352,"yzcaoye",16,105,"322","152","170","3"," 美国","Fall","MS","Rejected","CIS@CS@UPENN"," 计算机科学与技术 @ 南京师范大学",90.88,"","152+170+3.0",""," 短期实习，简单科研项目，两篇杂志二作under review","UPENN","CIS","南京师范大学","计算机科学与技术",0,100,0,1,1,1,0,0,0,"University of Pennsylvania","University of Pennsylvania","Top10_50","Top50","EastCoast","Others","Others",322,3.6352,"319~322","102~106","3.55~3.7"
